url,host,code,len,title,conf,remark
https://58.60.110.201,zfb.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,hrpoos.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,hr.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,endosbk.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,csyth.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,hlwsf.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,ylsbgl.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,kpi.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,chis.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,cwsjpt.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,jys.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,hlwyy.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,hrp.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,oa.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,echeck.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,zhsf.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,book.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,healthbooking.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201,5mins.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,hr.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,oa.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,zhsf.szbayy.com:443,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,cwsjpt.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,ylsbgl.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,hrp.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,hlwyy.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,zhsf.szbayy.com,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,kpi.szbayy.com:443,502,1506,502,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,healthbooking.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,jys.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,echeck.szbayy.com,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,jys.szbayy.com:443,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
https://58.60.110.201:443,endosbk.szbayy.com:443,404,142,Not Found,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,chis.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,hlwyy.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,ylsbgl.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,hlwsf.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,echeck.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,hrp.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,hr.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,zfb.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,hrpoos.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,jys.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,csyth.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,oa.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,healthbooking.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,cwsjpt.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,zhsf.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,kpi.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,book.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,oa,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,endosbk.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,5mins.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201,kpi,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,hlwsf.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,hr.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,zfb.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,healthbooking.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,csyth.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,ylsbgl.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,zhsf.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,jys.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,oa.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,endosbk.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,hlwyy.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,5mins.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,echeck.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,chis.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,hrpoos.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,cwsjpt.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,book.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
http://58.60.110.201:80,kpi.szbayy.com,301,0,N/A,ℹ️ 低危,公开的正常解析映射
